week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2025-04-28,P010,S013,155,137,84,208,0
2025-05-05,P010,S013,208,62,90,180,0
2025-05-12,P010,S013,180,48,77,151,0
2025-05-19,P010,S013,151,197,186,162,0
2025-05-26,P010,S013,162,147,126,183,0
2025-06-02,P010,S013,183,60,74,169,0
2025-06-09,P010,S013,169,117,114,172,0
2025-06-16,P010,S013,172,41,79,134,0
2025-01-06,P011,S013,274,0,112,162,0
2025-01-13,P011,S013,162,105,114,153,0
2025-01-20,P011,S013,153,123,107,169,0
2025-01-27,P011,S013,169,42,91,120,0
2025-02-03,P011,S013,120,90,82,128,0
2025-02-10,P011,S013,128,194,101,221,0
2025-02-17,P011,S013,221,89,108,202,0
2025-02-24,P011,S013,202,3,88,117,0
2025-03-03,P011,S013,117,127,109,135,0
2025-03-10,P011,S013,135,136,83,188,0
2025-03-17,P011,S013,188,73,92,169,0
2025-03-24,P011,S013,169,178,189,158,0
2025-03-31,P011,S013,158,131,116,173,0
2025-04-07,P011,S013,173,81,95,159,0
2025-04-14,P011,S013,159,131,97,193,0
2025-04-21,P011,S013,193,204,224,173,0
2025-04-28,P011,S013,173,126,100,199,0
2025-05-05,P011,S013,199,74,111,162,0
2025-05-12,P011,S013,162,255,203,214,0
2025-05-19,P011,S013,214,20,104,130,0
2025-05-26,P011,S013,130,178,113,195,0
2025-06-02,P011,S013,195,57,92,160,0
2025-06-09,P011,S013,160,181,209,132,0
2025-06-16,P011,S013,132,143,102,173,0
2025-01-06,P012,S013,344,0,104,240,0
2025-01-13,P012,S013,240,68,127,181,0
2025-01-20,P012,S013,181,35,107,109,0
2025-01-27,P012,S013,109,118,107,120,0
2025-02-03,P012,S013,120,138,98,160,0
2025-02-10,P012,S013,160,69,111,118,0
2025-02-17,P012,S013,118,160,88,190,0
2025-02-24,P012,S013,190,0,85,105,0
2025-03-03,P012,S013,105,195,115,185,0
2025-03-10,P012,S013,185,67,95,157,0
2025-03-17,P012,S013,157,105,85,177,0
2025-03-24,P012,S013,177,100,93,184,0
2025-03-31,P012,S013,184,99,101,182,0
2025-04-07,P012,S013,182,100,119,163,0
2025-04-14,P012,S013,163,107,100,170,0
2025-04-21,P012,S013,170,106,105,171,0
2025-04-28,P012,S013,171,109,87,193,0
2025-05-05,P012,S013,193,22,99,116,0
2025-05-12,P012,S013,116,91,88,119,0
2025-05-19,P012,S013,119,81,105,95,0
2025-05-26,P012,S013,95,85,76,104,0
2025-06-02,P012,S013,104,220,122,202,0
2025-06-09,P012,S013,202,94,92,204,0
2025-06-16,P012,S013,204,26,107,123,0
2025-01-06,P013,S013,336,0,109,227,0
2025-01-13,P013,S013,227,63,104,186,0
2025-01-20,P013,S013,186,72,103,155,0
2025-01-27,P013,S013,155,149,129,175,0
2025-02-03,P013,S013,175,43,104,114,0
2025-02-10,P013,S013,114,67,110,71,0
2025-02-17,P013,S013,71,166,86,151,0
2025-02-24,P013,S013,151,150,100,201,0
2025-03-03,P013,S013,201,21,104,118,0
2025-03-10,P013,S013,118,144,101,161,0
2025-03-17,P013,S013,161,88,102,147,0
2025-03-24,P013,S013,147,52,106,93,0
2025-03-31,P013,S013,93,110,88,115,0
2025-04-07,P013,S013,115,184,127,172,0
2025-04-14,P013,S013,172,24,88,108,0
2025-04-21,P013,S013,108,145,110,143,0
2025-04-28,P013,S013,143,81,110,114,0
2025-05-05,P013,S013,114,134,101,147,0
2025-05-12,P013,S013,147,175,142,180,0
2025-05-19,P013,S013,180,116,84,212,0
2025-05-26,P013,S013,212,30,121,121,0
2025-06-02,P013,S013,121,125,164,82,0
2025-06-09,P013,S013,82,162,90,154,0
2025-06-16,P013,S013,154,85,115,124,0
2025-01-06,P014,S013,153,84,107,130,0
2025-01-13,P014,S013,130,112,85,157,0
2025-01-20,P014,S013,157,122,95,184,0
2025-01-27,P014,S013,184,88,90,182,0
2025-02-03,P014,S013,182,88,83,187,0
2025-02-10,P014,S013,187,34,81,140,0
2025-02-17,P014,S013,140,87,120,107,0
2025-02-24,P014,S013,107,139,88,158,0
2025-03-03,P014,S013,158,126,127,157,0
2025-03-10,P014,S013,157,25,105,77,0
2025-03-17,P014,S013,77,154,124,107,0
2025-03-24,P014,S013,107,97,88,116,0
2025-03-31,P014,S013,116,145,100,161,0
2025-04-07,P014,S013,161,113,99,175,0
2025-04-14,P014,S013,175,206,185,196,0
2025-04-21,P014,S013,196,80,111,165,0
2025-04-28,P014,S013,165,131,90,206,0
2025-05-05,P014,S013,206,85,105,186,0
2025-05-12,P014,S013,186,81,94,173,0
2025-05-19,P014,S013,173,118,101,190,0
2025-05-26,P014,S013,190,118,105,203,0
2025-06-02,P014,S013,203,54,99,158,0
2025-06-09,P014,S013,158,61,88,131,0
2025-06-16,P014,S013,131,82,86,127,0
2025-01-06,P015,S013,150,141,167,124,0
2025-01-13,P015,S013,124,109,99,134,0
2025-01-20,P015,S013,134,135,103,166,0
2025-01-27,P015,S013,166,110,86,190,0
2025-02-03,P015,S013,190,74,89,175,0
2025-02-10,P015,S013,175,3,100,78,0
2025-02-17,P015,S013,78,191,84,185,0
2025-02-24,P015,S013,185,31,90,126,0
2025-03-03,P015,S013,126,142,103,165,0
2025-03-10,P015,S013,165,76,104,137,0
2025-03-17,P015,S013,137,127,88,176,0
2025-03-24,P015,S013,176,18,82,112,0
2025-03-31,P015,S013,112,216,119,209,0
2025-04-07,P015,S013,209,0,89,120,0
2025-04-14,P015,S013,120,196,101,215,0
2025-04-21,P015,S013,215,32,117,130,0
2025-04-28,P015,S013,130,114,78,166,0
2025-05-05,P015,S013,166,109,96,179,0
2025-05-12,P015,S013,179,21,91,109,0
2025-05-19,P015,S013,109,204,94,219,0
2025-05-26,P015,S013,219,90,113,196,0
2025-06-02,P015,S013,196,51,93,154,0
2025-06-09,P015,S013,154,141,100,195,0
2025-06-16,P015,S013,195,48,101,142,0
2025-01-06,P016,S013,293,23,96,220,0
2025-01-13,P016,S013,220,32,115,137,0
2025-01-20,P016,S013,137,132,85,184,0
2025-01-27,P016,S013,184,107,103,188,0
2025-02-03,P016,S013,188,21,97,112,0
2025-02-10,P016,S013,112,207,109,210,0
2025-02-17,P016,S013,210,1,93,118,0
2025-02-24,P016,S013,118,156,162,112,0
2025-03-03,P016,S013,112,158,88,182,0
2025-03-10,P016,S013,182,67,107,142,0
2025-03-17,P016,S013,142,65,115,92,0
2025-03-24,P016,S013,92,222,119,195,0
2025-03-31,P016,S013,195,50,89,156,0
2025-04-07,P016,S013,156,100,113,143,0
2025-04-14,P016,S013,143,158,119,182,0
2025-04-21,P016,S013,182,76,88,170,0
2025-04-28,P016,S013,170,85,79,176,0
2025-05-05,P016,S013,176,5,92,89,0
2025-05-12,P016,S013,89,123,74,138,0
2025-05-19,P016,S013,138,118,77,179,0
2025-05-26,P016,S013,179,0,98,81,0
2025-06-02,P016,S013,81,231,116,196,0
2025-06-09,P016,S013,196,132,113,215,0
2025-06-16,P016,S013,215,29,107,137,0
2025-01-06,P017,S013,268,0,128,140,0
2025-01-13,P017,S013,140,83,107,116,0
2025-01-20,P017,S013,116,210,121,205,0
2025-01-27,P017,S013,205,0,98,107,0
2025-02-03,P017,S013,107,89,111,85,0
2025-02-10,P017,S013,85,172,126,131,0
2025-02-17,P017,S013,131,270,218,183,0
2025-02-24,P017,S013,183,59,107,135,0
2025-03-03,P017,S013,135,85,111,109,0
2025-03-10,P017,S013,109,81,100,90,0
2025-03-17,P017,S013,90,134,105,119,0
2025-03-24,P017,S013,119,100,126,93,0
2025-03-31,P017,S013,93,74,86,81,0
2025-04-07,P017,S013,81,183,109,155,0
2025-04-14,P017,S013,155,54,107,102,0
2025-04-21,P017,S013,102,206,100,208,0
2025-04-28,P017,S013,208,0,119,89,0
2025-05-05,P017,S013,89,153,115,127,0
2025-05-12,P017,S013,127,132,113,146,0
2025-05-19,P017,S013,146,49,87,108,0
2025-05-26,P017,S013,108,176,95,189,0
2025-06-02,P017,S013,189,47,75,161,0
2025-06-09,P017,S013,161,58,84,135,0
2025-06-16,P017,S013,135,129,88,176,0
2025-01-06,P018,S013,286,0,77,209,0
2025-01-13,P018,S013,209,60,96,173,0
2025-01-20,P018,S013,173,0,78,95,0
2025-01-27,P018,S013,95,77,84,88,0
2025-02-03,P018,S013,88,178,81,185,0
2025-02-10,P018,S013,185,25,112,98,0
2025-02-17,P018,S013,98,139,125,112,0
2025-02-24,P018,S013,112,178,91,199,0
2025-03-03,P018,S013,199,40,102,137,0
2025-03-10,P018,S013,137,80,102,115,0
2025-03-17,P018,S013,115,179,108,186,0
2025-03-24,P018,S013,186,48,96,138,0
2025-03-31,P018,S013,138,52,93,97,0
2025-04-07,P018,S013,97,104,83,118,0
2025-04-14,P018,S013,118,104,91,131,0
2025-04-21,P018,S013,131,36,101,66,0
2025-04-28,P018,S013,66,265,104,227,0
2025-05-05,P018,S013,227,0,124,103,0
2025-05-12,P018,S013,103,243,167,179,0
2025-05-19,P018,S013,179,159,160,178,0
2025-05-26,P018,S013,178,95,97,176,0
2025-06-02,P018,S013,176,0,82,94,0
2025-06-09,P018,S013,94,184,113,165,0
2025-06-16,P018,S013,165,76,90,151,0
2025-01-06,P019,S013,189,23,94,118,0
2025-01-13,P019,S013,118,137,111,144,0
2025-01-20,P019,S013,144,83,145,82,0
2025-01-27,P019,S013,82,272,182,172,0
2025-02-03,P019,S013,172,81,178,75,0
2025-02-10,P019,S013,75,157,115,117,0
2025-02-17,P019,S013,117,154,98,173,0
2025-02-24,P019,S013,173,144,109,208,0
2025-03-03,P019,S013,208,116,97,227,0
2025-03-10,P019,S013,227,88,191,124,0
2025-03-17,P019,S013,124,120,89,155,0
2025-03-24,P019,S013,155,10,101,64,0
2025-03-31,P019,S013,64,288,124,228,0
2025-04-07,P019,S013,228,29,84,173,0
2025-04-14,P019,S013,173,78,103,148,0
2025-04-21,P019,S013,148,68,102,114,0
2025-04-28,P019,S013,114,217,116,215,0
2025-05-05,P019,S013,215,30,103,142,0
2025-05-12,P019,S013,142,177,206,113,0
2025-05-19,P019,S013,113,172,77,208,0
2025-05-26,P019,S013,208,81,157,132,0
2025-06-02,P019,S013,132,176,103,205,0
2025-06-09,P019,S013,205,0,107,98,0
2025-06-16,P019,S013,98,194,105,187,0
2025-01-06,P020,S013,222,0,87,135,0
2025-01-13,P020,S013,135,164,105,194,0
2025-01-20,P020,S013,194,90,116,168,0
2025-01-27,P020,S013,168,100,181,87,0
2025-02-03,P020,S013,87,204,84,207,0
2025-02-10,P020,S013,207,96,116,187,0
2025-02-17,P020,S013,187,93,89,191,0
2025-02-24,P020,S013,191,154,116,229,0
2025-03-03,P020,S013,229,0,94,135,0
2025-03-10,P020,S013,135,76,108,103,0
2025-03-17,P020,S013,103,84,80,107,0
2025-03-24,P020,S013,107,101,109,99,0
2025-03-31,P020,S013,99,252,190,161,0
2025-04-07,P020,S013,161,56,96,121,0
2025-04-14,P020,S013,121,98,114,105,0
2025-04-21,P020,S013,105,59,81,83,0
2025-04-28,P020,S013,83,289,152,220,0
2025-05-05,P020,S013,220,25,95,150,0
2025-05-12,P020,S013,150,141,123,168,0
2025-05-19,P020,S013,168,57,119,106,0
2025-05-26,P020,S013,106,98,111,93,0
2025-06-02,P020,S013,93,254,118,229,0
2025-06-09,P020,S013,229,30,111,148,0
2025-06-16,P020,S013,148,88,116,120,0
2025-01-06,P001,S014,336,0,86,250,0
2025-01-13,P001,S014,250,0,99,151,0
2025-01-20,P001,S014,151,98,97,152,0
2025-01-27,P001,S014,152,55,107,100,0
2025-02-03,P001,S014,100,127,89,138,0
2025-02-10,P001,S014,138,44,94,88,0
2025-02-17,P001,S014,88,223,86,225,0
2025-02-24,P001,S014,225,92,101,216,0
2025-03-03,P001,S014,216,113,104,225,0
2025-03-10,P001,S014,225,83,93,215,0
2025-03-17,P001,S014,215,0,93,122,0
2025-03-24,P001,S014,122,52,84,90,0
2025-03-31,P001,S014,90,101,87,104,0
2025-04-07,P001,S014,104,172,82,194,0
2025-04-14,P001,S014,194,4,92,106,0
2025-04-21,P001,S014,106,160,94,172,0
2025-04-28,P001,S014,172,96,95,173,0
2025-05-05,P001,S014,173,111,150,134,0
2025-05-12,P001,S014,134,63,92,105,0
2025-05-19,P001,S014,105,120,90,135,0
2025-05-26,P001,S014,135,95,92,138,0
2025-06-02,P001,S014,138,130,145,123,0
2025-06-09,P001,S014,123,165,111,177,0
2025-06-16,P001,S014,177,69,110,136,0
2025-01-06,P002,S014,221,0,108,113,0
2025-01-13,P002,S014,113,125,95,143,0
2025-01-20,P002,S014,143,108,96,155,0
2025-01-27,P002,S014,155,139,91,203,0
2025-02-03,P002,S014,203,0,82,121,0
2025-02-10,P002,S014,121,30,89,62,0
2025-02-17,P002,S014,62,225,91,196,0
2025-02-24,P002,S014,196,24,116,104,0
2025-03-03,P002,S014,104,153,138,119,0
2025-03-10,P002,S014,119,133,81,171,0
2025-03-17,P002,S014,171,70,96,145,0
2025-03-24,P002,S014,145,44,119,70,0
2025-03-31,P002,S014,70,221,121,170,0
2025-04-07,P002,S014,170,139,161,148,0
2025-04-14,P002,S014,148,84,101,131,0
2025-04-21,P002,S014,131,51,90,92,0
2025-04-28,P002,S014,92,134,93,133,0
2025-05-05,P002,S014,133,90,110,113,0
2025-05-12,P002,S014,113,211,163,161,0
2025-05-19,P002,S014,161,68,105,124,0
2025-05-26,P002,S014,124,115,98,141,0
2025-06-02,P002,S014,141,150,93,198,0
2025-06-09,P002,S014,198,83,119,162,0
2025-06-16,P002,S014,162,135,107,190,0
2025-01-06,P003,S014,280,71,157,194,0
2025-01-13,P003,S014,194,111,108,197,0
2025-01-20,P003,S014,197,25,101,121,0
2025-01-27,P003,S014,121,267,171,217,0
2025-02-03,P003,S014,217,38,118,137,0
2025-02-10,P003,S014,137,27,81,83,0
2025-02-17,P003,S014,83,111,90,104,0
2025-02-24,P003,S014,104,102,85,121,0
2025-03-03,P003,S014,121,188,109,200,0
2025-03-10,P003,S014,200,22,85,137,0
2025-03-17,P003,S014,137,40,87,90,0
2025-03-24,P003,S014,90,97,106,81,0
2025-03-31,P003,S014,81,127,112,96,0
2025-04-07,P003,S014,96,104,90,110,0
2025-04-14,P003,S014,110,148,89,169,0
2025-04-21,P003,S014,169,135,115,189,0
2025-04-28,P003,S014,189,55,107,137,0
2025-05-05,P003,S014,137,141,120,158,0
2025-05-12,P003,S014,158,51,94,115,0
2025-05-19,P003,S014,115,144,116,143,0
2025-05-26,P003,S014,143,193,136,200,0
2025-06-02,P003,S014,200,77,97,180,0
2025-06-09,P003,S014,180,2,89,93,0
2025-06-16,P003,S014,93,120,103,110,0
2025-01-06,P004,S014,340,0,103,237,0
2025-01-13,P004,S014,237,0,88,149,0
2025-01-20,P004,S014,149,185,113,221,0
2025-01-27,P004,S014,221,50,122,149,0
2025-02-03,P004,S014,149,94,80,163,0
2025-02-10,P004,S014,163,96,96,163,0
2025-02-17,P004,S014,163,52,95,120,0
2025-02-24,P004,S014,120,124,116,128,0
2025-03-03,P004,S014,128,134,111,151,0
2025-03-10,P004,S014,151,83,112,122,0
2025-03-17,P004,S014,122,87,88,121,0
2025-03-24,P004,S014,121,155,77,199,0
2025-03-31,P004,S014,199,68,102,165,0
2025-04-07,P004,S014,165,37,94,108,0
2025-04-14,P004,S014,108,232,149,191,0
2025-04-21,P004,S014,191,83,101,173,0
2025-04-28,P004,S014,173,58,100,131,0
2025-05-05,P004,S014,131,152,99,184,0
2025-05-12,P004,S014,184,120,94,210,0
2025-05-19,P004,S014,210,67,101,176,0
2025-05-26,P004,S014,176,119,81,214,0
2025-06-02,P004,S014,214,64,106,172,0
2025-06-09,P004,S014,172,111,113,170,0
2025-06-16,P004,S014,170,0,88,82,0
2025-01-06,P005,S014,150,107,111,146,0
2025-01-13,P005,S014,146,143,127,162,0
2025-01-20,P005,S014,162,49,85,126,0
2025-01-27,P005,S014,126,82,92,116,0
2025-02-03,P005,S014,116,85,88,113,0
2025-02-10,P005,S014,113,177,87,203,0
2025-02-17,P005,S014,203,0,86,117,0
2025-02-24,P005,S014,117,92,82,127,0
2025-03-03,P005,S014,127,135,106,156,0
2025-03-10,P005,S014,156,37,91,102,0
2025-03-17,P005,S014,102,109,101,110,0
2025-03-24,P005,S014,110,149,90,169,0
2025-03-31,P005,S014,169,152,124,197,0
2025-04-07,P005,S014,197,170,150,217,0
2025-04-14,P005,S014,217,11,101,127,0
2025-04-21,P005,S014,127,177,99,205,0
2025-04-28,P005,S014,205,143,155,193,0
2025-05-05,P005,S014,193,140,157,176,0
2025-05-12,P005,S014,176,48,106,118,0
2025-05-19,P005,S014,118,79,106,91,0
2025-05-26,P005,S014,91,193,96,188,0
2025-06-02,P005,S014,188,74,119,143,0
2025-06-09,P005,S014,143,80,94,129,0
2025-06-16,P005,S014,129,73,106,96,0
2025-01-06,P006,S014,163,23,111,75,0
2025-01-13,P006,S014,75,248,144,179,0
2025-01-20,P006,S014,179,87,91,175,0
2025-01-27,P006,S014,175,75,90,160,0
2025-02-03,P006,S014,160,94,98,156,0
2025-02-10,P006,S014,156,72,99,129,0
2025-02-17,P006,S014,129,90,114,105,0
2025-02-24,P006,S014,105,180,113,172,0
2025-03-03,P006,S014,172,122,101,193,0
2025-03-10,P006,S014,193,16,81,128,0
2025-03-17,P006,S014,128,145,112,161,0
2025-03-24,P006,S014,161,60,107,114,0
2025-03-31,P006,S014,114,103,112,105,0
2025-04-07,P006,S014,105,145,98,152,0
2025-04-14,P006,S014,152,29,108,73,0
2025-04-21,P006,S014,73,246,120,199,0
2025-04-28,P006,S014,199,59,159,99,0
2025-05-05,P006,S014,99,236,149,186,0
2025-05-12,P006,S014,186,67,157,96,0
2025-05-19,P006,S014,96,96,88,104,0
2025-05-26,P006,S014,104,186,115,175,0
2025-06-02,P006,S014,175,21,106,90,0
2025-06-09,P006,S014,90,191,104,177,0
2025-06-16,P006,S014,177,114,127,164,0
2025-01-06,P007,S014,263,0,121,142,0
2025-01-13,P007,S014,142,137,100,179,0
2025-01-20,P007,S014,179,39,105,113,0
2025-01-27,P007,S014,113,122,101,134,0
2025-02-03,P007,S014,134,69,98,105,0
2025-02-10,P007,S014,105,129,117,117,0
2025-02-17,P007,S014,117,74,77,114,0
2025-02-24,P007,S014,114,71,93,92,0
2025-03-03,P007,S014,92,124,100,116,0
2025-03-10,P007,S014,116,136,130,122,0
2025-03-17,P007,S014,122,193,81,234,0
2025-03-24,P007,S014,234,0,107,127,0
2025-03-31,P007,S014,127,157,135,149,0
2025-04-07,P007,S014,149,76,125,100,0
2025-04-14,P007,S014,100,148,88,160,0
2025-04-21,P007,S014,160,78,95,143,0
2025-04-28,P007,S014,143,74,123,94,0
2025-05-05,P007,S014,94,123,87,130,0
2025-05-12,P007,S014,130,165,83,212,0
2025-05-19,P007,S014,212,20,109,123,0
2025-05-26,P007,S014,123,158,99,182,0
2025-06-02,P007,S014,182,60,97,145,0
2025-06-09,P007,S014,145,76,84,137,0
2025-06-16,P007,S014,137,31,98,70,0
2025-01-06,P008,S014,249,0,116,133,0
2025-01-13,P008,S014,133,105,98,140,0
2025-01-20,P008,S014,140,161,148,153,0
2025-01-27,P008,S014,153,107,113,147,0
2025-02-03,P008,S014,147,95,102,140,0
2025-02-10,P008,S014,140,98,101,137,0
2025-02-17,P008,S014,137,82,90,129,0
2025-02-24,P008,S014,129,128,106,151,0
2025-03-03,P008,S014,151,62,78,135,0
2025-03-10,P008,S014,135,173,101,207,0
2025-03-17,P008,S014,207,48,75,180,0
2025-03-24,P008,S014,180,108,109,179,0
2025-03-31,P008,S014,179,83,81,181,0
2025-04-07,P008,S014,181,39,109,111,0
2025-04-14,P008,S014,111,205,91,225,0
2025-04-21,P008,S014,225,207,199,233,0
2025-04-28,P008,S014,233,6,100,139,0
2025-05-05,P008,S014,139,167,107,199,0
2025-05-12,P008,S014,199,52,96,155,0
2025-05-19,P008,S014,155,119,108,166,0
2025-05-26,P008,S014,166,130,121,175,0
2025-06-02,P008,S014,175,12,106,81,0
2025-06-09,P008,S014,81,198,113,166,0
2025-06-16,P008,S014,166,122,75,213,0
2025-01-06,P009,S014,247,0,114,133,0
2025-01-13,P009,S014,133,106,98,141,0
2025-01-20,P009,S014,141,136,112,165,0
2025-01-27,P009,S014,165,139,94,210,0
2025-02-03,P009,S014,210,39,125,124,0
2025-02-10,P009,S014,124,142,112,154,0
2025-02-17,P009,S014,154,121,89,186,0
2025-02-24,P009,S014,186,46,114,118,0
2025-03-03,P009,S014,118,157,116,159,0
2025-03-10,P009,S014,159,156,214,101,0
2025-03-17,P009,S014,101,147,97,151,0
2025-03-24,P009,S014,151,76,119,108,0
2025-03-31,P009,S014,108,224,134,198,0
2025-04-07,P009,S014,198,3,91,110,0
2025-04-14,P009,S014,110,215,99,226,0
2025-04-21,P009,S014,226,69,96,199,0
2025-04-28,P009,S014,199,55,113,141,0
2025-05-05,P009,S014,141,174,113,202,0
2025-05-12,P009,S014,202,74,106,170,0
2025-05-19,P009,S014,170,52,121,101,0
2025-05-26,P009,S014,101,203,129,175,0
2025-06-02,P009,S014,175,17,75,117,0
2025-06-09,P009,S014,117,213,159,171,0
2025-06-16,P009,S014,171,118,106,183,0
2025-01-06,P010,S014,281,0,88,193,0
2025-01-13,P010,S014,193,46,169,70,0
2025-01-20,P010,S014,70,180,102,148,0
2025-01-27,P010,S014,148,129,116,161,0
2025-02-03,P010,S014,161,140,91,210,0
2025-02-10,P010,S014,210,0,87,123,0
2025-02-17,P010,S014,123,115,115,123,0
2025-02-24,P010,S014,123,184,107,200,0
2025-03-03,P010,S014,200,0,100,100,0
2025-03-10,P010,S014,100,171,103,168,0
2025-03-17,P010,S014,168,17,107,78,0
2025-03-24,P010,S014,78,139,115,102,0
2025-03-31,P010,S014,102,288,151,239,0
2025-04-07,P010,S014,239,80,118,201,0
2025-04-14,P010,S014,201,106,121,186,0
2025-04-21,P010,S014,186,158,161,183,0
2025-04-28,P010,S014,183,67,94,156,0
2025-05-05,P010,S014,156,87,104,139,0
2025-05-12,P010,S014,139,147,110,176,0
2025-05-19,P010,S014,176,113,159,130,0
2025-05-26,P010,S014,130,163,90,203,0
2025-06-02,P010,S014,203,114,102,215,0
2025-06-09,P010,S014,215,19,105,129,0
2025-06-16,P010,S014,129,146,94,181,0
2025-01-06,P011,S014,197,75,91,181,0
2025-01-13,P011,S014,181,40,84,137,0
2025-01-20,P011,S014,137,170,121,186,0
2025-01-27,P011,S014,186,74,86,174,0
2025-02-03,P011,S014,174,158,109,223,0
2025-02-10,P011,S014,223,12,120,115,0
2025-02-17,P011,S014,115,79,106,88,0
2025-02-24,P011,S014,88,132,84,136,0
2025-03-03,P011,S014,136,140,103,173,0
2025-03-10,P011,S014,173,149,127,195,0
2025-03-17,P011,S014,195,36,88,143,0
2025-03-24,P011,S014,143,137,114,166,0
2025-03-31,P011,S014,166,59,101,124,0
2025-04-07,P011,S014,124,204,120,208,0
2025-04-14,P011,S014,208,0,106,102,0
2025-04-21,P011,S014,102,97,79,120,0
2025-04-28,P011,S014,120,137,102,155,0
2025-05-05,P011,S014,155,107,113,149,0
2025-05-12,P011,S014,149,137,100,186,0
2025-05-19,P011,S014,186,61,103,144,0
2025-05-26,P011,S014,144,132,83,193,0
2025-06-02,P011,S014,193,77,95,175,0
2025-06-09,P011,S014,175,115,101,189,0
2025-06-16,P011,S014,189,57,97,149,0
2025-01-06,P012,S014,338,0,90,248,0
2025-01-13,P012,S014,248,0,121,127,0
2025-01-20,P012,S014,127,148,97,178,0
2025-01-27,P012,S014,178,29,98,109,0
2025-02-03,P012,S014,109,107,96,120,0
2025-02-10,P012,S014,120,116,77,159,0
2025-02-17,P012,S014,159,100,119,140,0
2025-02-24,P012,S014,140,209,125,224,0
2025-03-03,P012,S014,224,8,111,121,0
2025-03-10,P012,S014,121,234,131,224,0
2025-03-17,P012,S014,224,0,88,136,0
2025-03-24,P012,S014,136,181,122,195,0
2025-03-31,P012,S014,195,106,106,195,0
2025-04-07,P012,S014,195,21,86,130,0
2025-04-14,P012,S014,130,82,98,114,0
2025-04-21,P012,S014,114,189,149,154,0
2025-04-28,P012,S014,154,129,94,189,0
2025-05-05,P012,S014,189,46,102,133,0
2025-05-12,P012,S014,133,123,85,171,0
2025-05-19,P012,S014,171,55,112,114,0
2025-05-26,P012,S014,114,98,89,123,0
2025-06-02,P012,S014,123,182,98,207,0
2025-06-09,P012,S014,207,47,93,161,0
2025-06-16,P012,S014,161,209,164,206,0
2025-01-06,P013,S014,245,0,101,144,0
2025-01-13,P013,S014,144,178,170,152,0
2025-01-20,P013,S014,152,100,114,138,0
2025-01-27,P013,S014,138,166,98,206,0
2025-02-03,P013,S014,206,128,185,149,0
2025-02-10,P013,S014,149,95,88,156,0
2025-02-17,P013,S014,156,126,152,130,0
2025-02-24,P013,S014,130,79,83,126,0
2025-03-03,P013,S014,126,89,89,126,0
2025-03-10,P013,S014,126,100,93,133,0
2025-03-17,P013,S014,133,56,92,97,0
2025-03-24,P013,S014,97,126,103,120,0
2025-03-31,P013,S014,120,145,107,158,0
2025-04-07,P013,S014,158,70,101,127,0
2025-04-14,P013,S014,127,162,79,210,0
2025-04-21,P013,S014,210,26,93,143,0
2025-04-28,P013,S014,143,123,91,175,0
2025-05-05,P013,S014,175,0,88,87,0
2025-05-12,P013,S014,87,148,98,137,0
2025-05-19,P013,S014,137,130,90,177,0
2025-05-26,P013,S014,177,95,74,198,0
2025-06-02,P013,S014,198,35,101,132,0
2025-06-09,P013,S014,132,177,114,195,0
2025-06-16,P013,S014,195,24,108,111,0
2025-01-06,P014,S014,209,0,97,112,0
2025-01-13,P014,S014,112,101,94,119,0
2025-01-20,P014,S014,119,161,138,142,0
2025-01-27,P014,S014,142,128,103,167,0
2025-02-03,P014,S014,167,130,114,183,0
2025-02-10,P014,S014,183,47,91,139,0
2025-02-17,P014,S014,139,125,82,182,0
2025-02-24,P014,S014,182,47,77,152,0
2025-03-03,P014,S014,152,119,111,160,0
2025-03-10,P014,S014,160,135,112,183,0
2025-03-17,P014,S014,183,35,107,111,0
2025-03-24,P014,S014,111,186,109,188,0
2025-03-31,P014,S014,188,35,106,117,0
2025-04-07,P014,S014,117,181,97,201,0
2025-04-14,P014,S014,201,107,99,209,0
2025-04-21,P014,S014,209,16,80,145,0
2025-04-28,P014,S014,145,78,83,140,0
2025-05-05,P014,S014,140,126,96,170,0
2025-05-12,P014,S014,170,0,99,71,0
2025-05-19,P014,S014,71,195,102,164,0
2025-05-26,P014,S014,164,86,112,138,0
2025-06-02,P014,S014,138,83,104,117,0
2025-06-09,P014,S014,117,173,120,170,0
2025-06-16,P014,S014,170,39,77,132,0
2025-01-06,P015,S014,336,0,73,263,0
2025-01-13,P015,S014,263,26,155,134,0
2025-01-20,P015,S014,134,85,89,130,0
2025-01-27,P015,S014,130,42,91,81,0
2025-02-03,P015,S014,81,120,99,102,0
2025-02-10,P015,S014,102,113,110,105,0
2025-02-17,P015,S014,105,215,220,100,0
2025-02-24,P015,S014,100,96,90,106,0
2025-03-03,P015,S014,106,185,78,213,0
2025-03-10,P015,S014,213,78,125,166,0
2025-03-17,P015,S014,166,48,88,126,0
2025-03-24,P015,S014,126,155,119,162,0
2025-03-31,P015,S014,162,141,163,140,0
2025-04-07,P015,S014,140,69,90,119,0
2025-04-14,P015,S014,119,47,92,74,0
2025-04-21,P015,S014,74,214,116,172,0
2025-04-28,P015,S014,172,102,131,143,0
2025-05-05,P015,S014,143,200,108,235,0
2025-05-12,P015,S014,235,0,97,138,0
2025-05-19,P015,S014,138,69,78,129,0
2025-05-26,P015,S014,129,98,106,121,0
2025-06-02,P015,S014,121,115,78,158,0
